0.000000000000000000e+00,2.539745566469208349e+00,2.134000721016747981e+00,2.121327546749911974e+00,2.887755100991079793e+00,2.925243395360461296e+00,3.502577769743307368e+00,3.848451151151590199e+00,3.279289658813322905e+00,4.416476572133039014e+00,5.632147418436417752e+00,6.004053903488875576e+00,5.210881873406842502e+00,7.509184673784497832e+00,8.070545134227302242e+00,8.367517949625204565e+00,8.067857612848655435e+00,3.540627171377974669e+00,3.892815845901267835e+00,3.310648394982468989e+00,4.450796744460479459e+00,5.691933578951884343e+00,6.068742539101489974e+00,5.264627111334665877e+00,7.571112288171401694e+00,8.003610466814336633e+00,8.200080756498682177e+00,8.469166817586012641e+00,3.201481882972320836e+00,4.515530487838610441e+00,7.992453239631746698e+00,9.150276750120731606e+00,7.772261016911358844e+00,8.265613632084432894e+00,8.301458820568827335e+00,9.414522553486182943e+00,9.148659682521806502e+00,7.990759395351608063e+00,7.735402352948423932e+00,3.223656668210806764e+00,4.556664071620817325e+00,7.665679413718003765e+00,7.833908653577727144e+00,9.094755894569134469e+00,7.880787661509476294e+00,9.269128959956271174e+00,8.172008016479180625e+00,8.483406200966685518e+00,9.498052067418877087e+00,8.357855682033520139e+00,6.565979992027084933e+00,5.902592772900735696e+00,5.840022084213380538e+00,6.511074463097469511e+00,4.544991647693096048e+00,4.563713085701159855e+00,3.282092658823026365e+00,3.512492715593869885e+00,2.500002078659135929e+00,3.886616376978824228e+00,4.808240383976242427e+00,4.452136434623269245e+00,2.962811940792057896e+00,4.190745128184246937e+00,4.225066288592405073e+00,5.800517670449767849e+00,5.023340221685169027e+00,4.923613877366908476e+00,5.105616818700752901e+00,2.827438778417669329e+00,2.931869185383277010e+00
2.539745566469208349e+00,0.000000000000000000e+00,3.761236292457574404e+00,3.868722084694117935e+00,4.051597960817435506e+00,3.675734018410472981e+00,4.140263007044358901e+00,5.018192057584085930e+00,4.810504784074121076e+00,6.077712616914360488e+00,7.218324331685297857e+00,7.385348046666453392e+00,6.372387782064113715e+00,8.849239098555308658e+00,9.180772849929356383e+00,9.525805137819061130e+00,9.733396677029041655e+00,3.903205350516418815e+00,4.878521986144984446e+00,4.816278612040628460e+00,6.127855430450362739e+00,7.211897898445318589e+00,7.279888988899487323e+00,6.198756676673153443e+00,8.684000929991888995e+00,9.175073674151068559e+00,8.896763431018046120e+00,9.787749345222321651e+00,3.273548758366064071e+00,4.868869373335045658e+00,8.808250224811963847e+00,1.027153377527426414e+01,8.967114536560798044e+00,9.143812534326148267e+00,9.576050007847703327e+00,1.057622705768460492e+01,1.076450207964121297e+01,9.786681806250777882e+00,9.511899516647556396e+00,3.056779812040769428e+00,4.579939322480157671e+00,8.643942173539802099e+00,9.267494076210676113e+00,1.020672279663751958e+01,8.346478677538211599e+00,9.957443159581679026e+00,8.782951564650689491e+00,9.738315885542018435e+00,1.074404395118523325e+01,9.925659383038489381e+00,8.183326088070792537e+00,6.538787608807920648e+00,6.774120751219305347e+00,8.164484459805162686e+00,6.294769379921714147e+00,6.426321205899998112e+00,3.594482650549310598e+00,4.866181176435994793e+00,4.611260709491494580e+00,5.978543379001276747e+00,6.699104532853626282e+00,5.852726774529971365e+00,4.412170280088926866e+00,6.517322874969445401e+00,6.074570689275087254e+00,7.630382572138831421e+00,7.055152584969371254e+00,6.042645870461051949e+00,6.336986676536412233e+00,3.707855363212001265e+00,4.322034126218810890e+00
2.134000721016747981e+00,3.761236292457574404e+00,0.000000000000000000e+00,3.584626158932057827e+00,3.250742933484590313e+00,4.959325385735442460e+00,2.843849248079088898e+00,2.389636982493366535e+00,1.323806187211708396e+00,2.386444178375015213e+00,3.646800255580226136e+00,4.182337788139547818e+00,3.653549908144132718e+00,5.714109635603782600e+00,6.483135822925508052e+00,6.391989253479701816e+00,6.372583504866767612e+00,5.647093180654981559e+00,5.796118087427135634e+00,4.876847791401736743e+00,5.657288200949285084e+00,7.022133461256628628e+00,7.700635886197970237e+00,7.126172695444588534e+00,9.224408123137223470e+00,9.736287019814072963e+00,9.960432576198686050e+00,9.900542420928259091e+00,2.705542150124444323e+00,3.913520275493663103e+00,6.418382986967978709e+00,7.538208252051677327e+00,6.404583082957079121e+00,6.289501563971503728e+00,6.245163675493222044e+00,7.465519892371863087e+00,7.449210084049180836e+00,6.223871421302018092e+00,6.255017638224532384e+00,5.263787366716098148e+00,6.681728175981120899e+00,9.529081064688240232e+00,9.446620139039147546e+00,1.082945705921123292e+01,9.768932223395758285e+00,1.103187602365980169e+01,9.836885782263612654e+00,9.810191509460963744e+00,1.097416607044471526e+01,9.658654505002235879e+00,7.702073087643352522e+00,7.882405500721209712e+00,4.516477015573089560e+00,4.513846056092299719e+00,2.621794274938443969e+00,5.362103816628320807e+00,4.102270440987527245e+00,5.363960343309782886e+00,4.028662436814481218e+00,5.176786164513655031e+00,6.262846592580724625e+00,6.267196107798127080e+00,4.863445051709744504e+00,5.040757690456862505e+00,5.597579586222959591e+00,7.241350517003026788e+00,6.257712267090905556e+00,6.850079029390828467e+00,6.903230360295097512e+00,4.924102691922661812e+00,4.677574914621892788e+00
2.121327546749911974e+00,3.868722084694117935e+00,3.584626158932057827e+00,0.000000000000000000e+00,4.733347432388626430e+00,3.228151566221759694e+00,5.565096075981078805e+00,5.666870072853267715e+00,4.773634454731531029e+00,5.518044567833790381e+00,6.825047389373938067e+00,7.491445691360246073e+00,6.950477390927906285e+00,8.980201315805787843e+00,9.738301405019255341e+00,9.795356790168494143e+00,9.299093005739861084e+00,2.858390903305564557e+00,2.389005220944483643e+00,1.321527663804280550e+00,2.380799727675555921e+00,3.648129106679202760e+00,4.177870143661719382e+00,3.644558574148589081e+00,5.709180626631109590e+00,6.373015631151393023e+00,6.379615506447077422e+00,6.481381127653271790e+00,5.302857494841813235e+00,6.593019658896824176e+00,9.791526518020569725e+00,1.078189527146317594e+01,9.444042540691990339e+00,9.815027797540871290e+00,9.546544311393519777e+00,1.084028410710254420e+01,1.039284131803233180e+01,9.022762208315144861e+00,8.945505227397724468e+00,2.780078729262896342e+00,3.929528409440501857e+00,6.223877867415137821e+00,6.260790620664453243e+00,7.448661958070053934e+00,6.236603792353656139e+00,7.453981754237126722e+00,6.268598964888406400e+00,6.409298543038856266e+00,7.535847411313474353e+00,6.412620592838780276e+00,4.509498982847207849e+00,4.514052431031345236e+00,7.695970479484702587e+00,7.498943958331733661e+00,5.253870371012212104e+00,2.615134229327435555e+00,5.137139265748982275e+00,3.355277382706234768e+00,2.071332815628623258e+00,3.395728635830607800e+00,3.666726540267217338e+00,3.216329748719803927e+00,1.889615909834588603e+00,3.811909972415403303e+00,4.137162040408860264e+00,4.753199247559479090e+00,3.576029489391831184e+00,4.037830990222349037e+00,3.529858118196820271e+00,2.409288895483478576e+00,1.187616848230101496e+00
2.887755100991079793e+00,4.051597960817435506e+00,3.250742933484590313e+00,4.733347432388626430e+00,0.000000000000000000e+00,3.718628730110066005e+00,1.875481777090889146e+00,2.764478236430882419e+00,3.340652910689765331e+00,4.609690707856656466e+00,5.247204370529130024e+00,4.929869945394098174e+00,3.758235034707115840e+00,6.186054832419447536e+00,6.261260788219893847e+00,7.364356048793404774e+00,6.777150358174148792e+00,5.318877238722473422e+00,5.958718623378687518e+00,5.674547967697515460e+00,6.747941641908293597e+00,7.848192298771736297e+00,8.071803930906646940e+00,7.177431160916835751e+00,9.451726853427366848e+00,9.468085457313955899e+00,1.022653353391069686e+01,1.042068747650556837e+01,2.419145639373537104e+00,2.426944597204476750e+00,6.187523872972128025e+00,7.312092471440715613e+00,5.695494857209511430e+00,7.298347685031181697e+00,7.652372704494991851e+00,8.268211687190889947e+00,7.748357951430741686e+00,7.073618946571832211e+00,6.242176092077185601e+00,5.291171373146026369e+00,6.067852772348715895e+00,8.992287431338036541e+00,9.116672937782729136e+00,1.052973911039110178e+01,9.809857201860790354e+00,1.122023472195657767e+01,1.042792282022167605e+01,1.065743869339627103e+01,1.138366032592768562e+01,1.015862157988966352e+01,8.702961636649904520e+00,7.602277123928066871e+00,3.920944506544310038e+00,6.283226534201993729e+00,5.308596897533282899e+00,6.875368796821010875e+00,1.348001017136114532e+00,4.118764809867152543e+00,3.787319068602485572e+00,4.450629315894551574e+00,5.852351568848201069e+00,5.861625805354688801e+00,4.752736017558728321e+00,4.538224483594878400e+00,4.177644406229424234e+00,6.530530888871134643e+00,6.372410666780664812e+00,5.947086821133521717e+00,6.826450843659537249e+00,4.431767512020457822e+00,5.265891807272534031e+00
2.925243395360461296e+00,3.675734018410472981e+00,4.959325385735442460e+00,3.228151566221759694e+00,3.718628730110066005e+00,0.000000000000000000e+00,5.222638021708951861e+00,6.029675603952505014e+00,5.877501652139283550e+00,7.047836137744692309e+00,8.107069208345270894e+00,8.236569154089584899e+00,7.257385048521264537e+00,9.621516452020440369e+00,9.903949631742884563e+00,1.072159165328543828e+01,1.002670205657373614e+01,1.872567593172540068e+00,2.828323150455053447e+00,3.380929640394783053e+00,4.668124138516454913e+00,5.349294467768623385e+00,5.048347720096150404e+00,3.857895974608438916e+00,6.281712560361226494e+00,6.267214470065629150e+00,6.818881078256167960e+00,7.524665377370610919e+00,5.086840480897744321e+00,5.904167821827221552e+00,9.867179765231805177e+00,1.095495925258054193e+01,9.338293888077199512e+00,1.067514452878273801e+01,1.079424585427346983e+01,1.169537297468533055e+01,1.105997433260584195e+01,1.008576059149234538e+01,9.441172898750451736e+00,2.368618293351632431e+00,2.425270702272222412e+00,5.624232670133766376e+00,6.201021695567593639e+00,7.294199336822376978e+00,6.250613768239083434e+00,7.776924123880854189e+00,7.128580300319271146e+00,7.853397041147225366e+00,8.381354066026563743e+00,7.528305791809999370e+00,6.387113152293451890e+00,4.027981907134141615e+00,7.597125216409165382e+00,9.013666571096360158e+00,7.253019866021325868e+00,5.349908462572046552e+00,3.420452825665046603e+00,1.346417463270586090e+00,2.336402695983721411e+00,3.102002275611673632e+00,3.676682508430663798e+00,2.837671348553246098e+00,1.980676072405581412e+00,4.017251993228705409e+00,2.875729167793796837e+00,4.352731020554796437e+00,4.444470667436111633e+00,2.656720442067625587e+00,3.677217656122628409e+00,1.142434377196344553e+00,2.835851234797058584e+00
3.502577769743307368e+00,4.140263007044358901e+00,2.843849248079088898e+00,5.565096075981078805e+00,1.875481777090889146e+00,5.222638021708951861e+00,0.000000000000000000e+00,1.496771791924206729e+00,2.521867336776461244e+00,3.803802126938256034e+00,4.286798606104560427e+00,3.817167356496175668e+00,2.514251682250605580e+00,5.089368549014700704e+00,5.152373185814474787e+00,6.038478566808032966e+00,6.039970916643556009e+00,6.561762783917138186e+00,7.206566753107890300e+00,6.730807713098034384e+00,7.768774977317852937e+00,9.011276916591787867e+00,9.386176586853668624e+00,8.528831237590528858e+00,1.084391167405009782e+01,1.103447298947258304e+01,1.155070091852438274e+01,1.174821062212454592e+01,1.093153096551439107e+00,1.089745046742585322e+00,4.847869441950762415e+00,6.237826397239667031e+00,4.849834381966047658e+00,5.773342356261232489e+00,6.385819062540059043e+00,6.978215942588763987e+00,6.979854987698526969e+00,6.386329100782389467e+00,5.775072258552269133e+00,6.259446411704473689e+00,7.375440932032470975e+00,1.060211700335362117e+01,1.072010709299585329e+01,1.211633169978851399e+01,1.115555850480378375e+01,1.259078203922218542e+01,1.161431792776915373e+01,1.185089566038364772e+01,1.276076699029098371e+01,1.150662758148537534e+01,9.822559872181995999e+00,9.027095119228553344e+00,2.682970842443130444e+00,5.373569489296662560e+00,4.670743393968458612e+00,7.717498537019621629e+00,2.453298559409351487e+00,5.804826705664864583e+00,5.188443949181681170e+00,6.051177863994744222e+00,7.421811455123338064e+00,7.389986976889742820e+00,6.097100764346937041e+00,6.006172553074045517e+00,5.947474062835415687e+00,8.198954011354130600e+00,7.783097040092715524e+00,7.591978566019532693e+00,8.260944390134822513e+00,5.770797628560544013e+00,6.353643712807635957e+00
3.848451151151590199e+00,5.018192057584085930e+00,2.389636982493366535e+00,5.666870072853267715e+00,2.764478236430882419e+00,6.029675603952505014e+00,1.496771791924206729e+00,0.000000000000000000e+00,1.422737641731601999e+00,2.429797899291214591e+00,2.790331555389072626e+00,2.452025843991045839e+00,1.397572402489402066e+00,3.869681592250194146e+00,4.284892269264187981e+00,4.786894057873016806e+00,4.776319643323716946e+00,7.241203056253843862e+00,7.615575890876539411e+00,6.879570464411277619e+00,7.705040602261613358e+00,9.008494609977852008e+00,9.592086515763917021e+00,8.923949134335089184e+00,1.107476478894698779e+01,1.134856085836878137e+01,1.189575330397785180e+01,1.180836370778356326e+01,2.159208591266716937e+00,2.153980737007645363e+00,4.156202740832068088e+00,5.374182514373697650e+00,4.147868068610668146e+00,4.653077167993240337e+00,5.013071694959089442e+00,5.779740624465771859e+00,5.771337252821047592e+00,5.001774094019040717e+00,4.633482733063758907e+00,6.963506431540075425e+00,8.166807789852777333e+00,1.105103897672521995e+01,1.094821638130156849e+01,1.243791418171873353e+01,1.163018448313697206e+01,1.294114335357969914e+01,1.190239601682787374e+01,1.184850318537324831e+01,1.285471370656694212e+01,1.147203934434065609e+01,9.696049616235470126e+00,9.564878102281282324e+00,2.130901772700938057e+00,3.877145388297941864e+00,3.410324385568035854e+00,7.449549839755420066e+00,3.750198457828598730e+00,6.399141654964359383e+00,5.404810835292942706e+00,6.204268867819961564e+00,7.578211853392593511e+00,7.768025413456111750e+00,6.490683022340561159e+00,5.917556712140577879e+00,6.294138277333919618e+00,8.385127038035857794e+00,7.754725462168213568e+00,8.141378194003765500e+00,8.598683567442169107e+00,6.401742657503502798e+00,6.613689475217293889e+00
3.279289658813322905e+00,4.810504784074121076e+00,1.323806187211708396e+00,4.773634454731531029e+00,3.340652910689765331e+00,5.877501652139283550e+00,2.521867336776461244e+00,1.422737641731601999e+00,0.000000000000000000e+00,1.414138459345477328e+00,2.435693233927458401e+00,2.858561840926307607e+00,2.441891309907138208e+00,4.390391973001954717e+00,5.196920898878488515e+00,5.110948733542530320e+00,5.097507906771699737e+00,6.796461909162738735e+00,6.948370769043632933e+00,6.017974239027615191e+00,6.703602705478600043e+00,8.053599669861917221e+00,8.779008949551196039e+00,8.247731884888111153e+00,1.028388965338018401e+01,1.070892078084902188e+01,1.111341292551932547e+01,1.090504739861776251e+01,2.766691029985097749e+00,3.435810979346797467e+00,5.186920387754182293e+00,6.237937625738173786e+00,5.177381152609878967e+00,5.064625163277140629e+00,5.027646714955217533e+00,6.172469633534051425e+00,6.161686707598821755e+00,5.012693804732141878e+00,5.040694415693139696e+00,6.484790487664192860e+00,7.810633849362035086e+00,1.051693595524380775e+01,1.032350421507154614e+01,1.179977642929729420e+01,1.094341845040204930e+01,1.216910183457678230e+01,1.103133125269112824e+01,1.085166376085252615e+01,1.197672091870725630e+01,1.056950717998242339e+01,8.669897382743350533e+00,9.001610211751007284e+00,3.411341292996055596e+00,3.408801232222260058e+00,2.153066679320452259e+00,6.323368918274499428e+00,4.388403809894891872e+00,6.175807255501097437e+00,4.870288642462580420e+00,5.790844151261540951e+00,7.023571972102230276e+00,7.229078060534413375e+00,5.914829486172868300e+00,5.460746746425804155e+00,6.124200612863689663e+00,7.922036672952228464e+00,7.024043600348734095e+00,7.772630753110558288e+00,7.945677803422436902e+00,5.996153731626633565e+00,5.839792733599369789e+00
4.416476572133039014e+00,6.077712616914360488e+00,2.386444178375015213e+00,5.518044567833790381e+00,4.609690707856656466e+00,7.047836137744692309e+00,3.803802126938256034e+00,2.429797899291214591e+00,1.414138459345477328e+00,0.000000000000000000e+00,1.386734193636257162e+00,2.446202275487454614e+00,2.781568857892969149e+00,3.840126246232016705e+00,4.996921524118624447e+00,4.358425090798280443e+00,4.356511005908282996e+00,7.856008384192318061e+00,7.797147973733729920e+00,6.698210920850432792e+00,7.131936258513531968e+00,8.475563494859795100e+00,9.372162215332169310e+00,9.027375978666226430e+00,1.085323768279769929e+01,1.134130993243284991e+01,1.176562098076000318e+01,1.129719401016464708e+01,4.111800680675074204e+00,4.578734230658075610e+00,5.160511035323922968e+00,5.921295551600172402e+00,5.158780029561252256e+00,4.495276335232351705e+00,4.028985543855921669e+00,5.408792994310283042e+00,5.407640720517590260e+00,4.025970309850781526e+00,4.491767162865858865e+00,7.577383551919488092e+00,8.907725942068491776e+00,1.127021490264050030e+01,1.088721527991432758e+01,1.241471361792127759e+01,1.171239038323945358e+01,1.280409334494637186e+01,1.163339808274435327e+01,1.118239685300964403e+01,1.237777905178469418e+01,1.087760964415895870e+01,8.941166029668613291e+00,9.872378590942508580e+00,3.867002777151834270e+00,2.130480940492075703e+00,1.086175053018619163e+00,6.554771407867706401e+00,5.746643043212271706e+00,7.187323828470510989e+00,5.701142802675618348e+00,6.483373615533814416e+00,7.644790100094311924e+00,8.033637000817252627e+00,6.808793079430451201e+00,5.960546676253781762e+00,6.943484996138466592e+00,8.524244487964903527e+00,7.473499498962985932e+00,8.686201901256959346e+00,8.687253334259338544e+00,7.058902554993942147e+00,6.631796470896856199e+00
